Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote,,Link
SFBC,"Sound Financial Bancorp, Inc.",23.35,$57.94M,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/sfbc,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ0VoU7hoCYEncX9JazlOoXpjWFVIsd0o1WrRNFypg0tSlefJQRchIJfA
SSB,South State Corporation,69.67,$1.68B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ssb,,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcQMzMQdxirP80bCgYgef0ZGhuKdLOtQGIxlIYZSQcbxZd_vPyd2krZNb_k
SOCB,Southcoast Financial Corporation,13.4,$95.19M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/socb,,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcTxR_pGxuQty9NOysTpVvTa3jdB-1Po3LgYBksT26aX9oy3Ug6VjCUc9ao
SFST,"Southern First Bancshares, Inc.",24.6,$155.5M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/sfst,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRINETQzA6NqGjsBQ_sD8Qj7y2HWEYMCpad0gnImudy2pLvuBnnVbJL-cg
SMBC,"Southern Missouri Bancorp, Inc.",24.37,$181.27M,n/a,Finance,Banks,http://www.nasdaq.com/symbol/smbc,,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcS6K2Svcou-jEJmZrS6oTqIOqLbOWXNkIQPhjCbEdHdRd6_CRGgUYaewrmO
SONA,"Southern National Bancorp of Virginia, Inc.",12.37,$151.39M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/sona,,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcS3cYbA_G8WciXWcDlZ9las9rkVc9sJu7J75PEng-AkQ6UVqivSoBMCmk8
SBSI,"Southside Bancshares, Inc.",28.02,$699.78M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/sbsi,,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcQv5fUVDd_sV76Rt6_XAEFgCD1x3Q1oAoC1lIIcuKglil3XncigbCZ0_b4
OKSB,"Southwest Bancorp, Inc.",15.39,$299.39M,1993,Finance,Major Banks,http://www.nasdaq.com/symbol/oksb,,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcQhECnqUIJVAPntIw1fAvPIBrsUSS59f5g5gyuTQ0IfS7gUvAasGprhOQ
SP,SP Plus Corporation,22.53,$503.06M,n/a,Consumer Services,Rental/Leasing Companies,http://www.nasdaq.com/symbol/sp,,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcQpWTOs1WjtvrEWeUtYJJu9Kc87YLqEKJaPVXD34m9rqWmS9kOx2-R4XA
SPAN,"Span-America Medical Systems, Inc.",18.92,$51.57M,1983,Health Care,Industrial Specialties,http://www.nasdaq.com/symbol/span,,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcRgye-oke1v5-3FhGHl4djFWdvtS4ne-ZE_i55gk557L64VJHDY9P2bcwk
SBSA,"Spanish Broadcasting System, Inc.",3.5,$22.78M,1999,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/sbsa,,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcSovL7xAY_BDx1YTwveGHp5olcHdM_mREZBuP-dKJnqRuX7b_pch6wUEA
SGRP,"SPAR Group, Inc.",1.03,$21.18M,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/sgrp,,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcTk6sekxsFqiQY-fGuxEx0cXsYEzphCA5N8RrUnye9LpACvyPwNOzzL-nQ
SPKE,"Spark Energy, Inc.",22.87,$317.18M,2014,Public Utilities,Power Generation,http://www.nasdaq.com/symbol/spke,,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcSEPcHx1Nw0kneGhCoyqnmOk8tZk187YgGPF0L91XPfnZtJsz3J55OPzg
ONCE,"Spark Therapeutics, Inc.",40.77,$1.11B,2015,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/once,,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcThnCcknmuR-C3iKCHtMtAwU392H84kJEJxCzuhTwNbYfepZGbg1zN8yg
SPAR,"Spartan Motors, Inc.",4.84,$165.84M,n/a,Capital Goods,Auto Manufacturing,http://www.nasdaq.com/symbol/spar,,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcTYNt1vGPRv0V3WwERxJ_HtsAUHTHrya0EZDteDd5le_pvUndhtzqatSQ
SPTN,SpartanNash Company,27.48,$1.02B,n/a,Consumer Non-Durables,Food Distributors,http://www.nasdaq.com/symbol/sptn,,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcREsAquRBZOTtqRQq0B9LCTwqksamXN5c0H12pE_wkNQkMHf5Fziv7H9O0
SPPI,"Spectrum Pharmaceuticals, Inc.",7.6,$518.04M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/sppi,,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcQz7zRpMQO_x68G8sXz4gX03l_rQjqqHQJ8V3yjvlYpzZwhaKC3cjRQD5k
ANY,Sphere 3D Corp.,1.19,$53.79M,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/any,,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcQcy6xzeypnxtyZl7-ps7f_JxWYQXvLNjvued1Dcb6T6j2HeadEqJM-6g
SPEX,Spherix Incorporated,2.68,$7.9M,n/a,Miscellaneous,Multi-Sector Companies,http://www.nasdaq.com/symbol/spex,,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcT7hk6tywLx3JXlEqcSLxAlUgT0k65z14XrpLX_hjEJyIB-ICQYCRkdsMs
SPI,"SPI Energy Co., Ltd.",5.86,$3.68B,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/spi,,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcSyTDX1M2wMNLBbsxbW4oPWrOd0peyhhJ8USBDEANXdrvDFB3Cp4DkPPQ
SAVE,"Spirit Airlines, Inc.",49.7,$3.56B,2011,Transportation,Air Freight/Delivery Services,http://www.nasdaq.com/symbol/save,,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcRLtjC2K4x0cB_ts7eWAPwc4xCoHYwuiBBxJHOyJnqk28CoDKqPy-wsdYsO
SPLK,Splunk Inc.,51.81,$6.86B,2012,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/splk,,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcRu3ndBtLsYiZapdoREslPxkd_j7mD1vkkUvvSQkhMaJkfx9UsaJ7F6zRmK
SPOK,"Spok Holdings, Inc.",16.66,$344.13M,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/spok,,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcQTIxboABer2MPEsTI4Qu07NTX07VSCQmYM07FAzxccPX_VZQNPYpJHsg
SPWH,"Sportsman&#39;s Warehouse Holdings, Inc.",n/a,n/a,2014,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/spwh,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQMt3oLKluXu4TKO0yc2oibymemumJ6suDyUNVwmd84ORPCA1eJuGnGe0qx
SBPH,"Spring Bank Pharmaceuticals, Inc.",n/a,n/a,n/a,Others,n/a,http://www.nasdaq.com/symbol/sbph,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSiJuYUqk31szLD-vSZGH3ET6K0Fc8y8cBJvIqeKItav1PlVNnMoasFug
FUND,"Sprott Focus Trust, Inc.",6.43,$146.16M,n/a,Others,n/a,http://www.nasdaq.com/symbol/fund,,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcRRcv52SuG1TZZMc5FRRCcypu8VWSEHK5SCjVOM_aWZ4SnWsXrv-wgmiQ
SFM,"Sprouts Farmers Market, Inc.",27.75,$4.17B,2013,Consumer Services,Food Chains,http://www.nasdaq.com/symbol/sfm,,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcTIgw-R8uGaAOctOUAcMiDXOMWz43RPto16Q8lFMTJx32bgkgx8Rbon_g
SPSC,"SPS Commerce, Inc.",48.64,$819.26M,2010,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/spsc,,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcT7kJPXV-z8BlpTpxd83ltl44DFcMFcmF488M-K9mG6h6kztnlgUnqE1Aw
SSNC,"SS&C Technologies Holdings, Inc.",61.28,$6.22B,2010,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/ssnc,,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcQJuNbgHw29jTgmBFuuQoVHo1cl7dTJZBEzN5-ow8CwLrmd7UFFbxj7jW4
STAA,STAAR Surgical Company,7.78,$312.44M,n/a,Health Care,Ophthalmic Goods,http://www.nasdaq.com/symbol/staa,,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcQ3uXpf-ycB0vthBFmy7_841GrKLt53HloGXOIPkyD5thAYCl4Uv38kDF4
STAF,"Staffing 360 Solutions, Inc.",3,$16.91M,1996,Technology,Professional Services,http://www.nasdaq.com/symbol/staf,,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcR_qSAnZOjHcIYUNtiqxHOlOGki-5RLGY8bNg49hICabbVDuzDeHvO8CNs
STMP,Stamps.com Inc.,92.33,$1.54B,1999,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/stmp,,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcRdL1ySl1_B5G9q_luZ4IKgFdhbYXq3xqKB6ZBCdm172HcI2T5Mr25BxpJC
STLY,"Stanley Furniture Company, Inc.",2.79,$42.14M,n/a,Consumer Durables,Home Furnishings,http://www.nasdaq.com/symbol/stly,,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcSTKTp_-36rxdWvyg8Dy7FjH4Rop2gRVkK0L-zNTNa4MyO57oociV9_kM8
SPLS,"Staples, Inc.",10.5,$6.78B,1989,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/spls,,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcQVFWBztOvV5XnuNtK9rTGNWA1qYjGxoDRIL8w3FCcndiXBgUih8qtKMso2
SBLK,Star Bulk Carriers Corp.,1,$219.11M,n/a,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/sblk,,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcTLYI5-mZrbesE-feAVqNgrTmoOfCGoaTcly_uUIFpt6bsVEZcf3Igk9HYo
SBLKL,Star Bulk Carriers Corp.,14.75,n/a,n/a,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/sblkl,,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcTLYI5-mZrbesE-feAVqNgrTmoOfCGoaTcly_uUIFpt6bsVEZcf3Igk9HYo
SBUX,Starbucks Corporation,57.68,$85.26B,1992,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/sbux,,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcRRUAoGsPKFaXPlbyWPASIbSIb79G3_ElRdM4G0ylUr73X72gfbwB6mcLg9
STRZA,Starz,26.42,$2.66B,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/strza,,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcQgXutT3QCgG2295_I5mMunbHgtFvH6RCaqNCJqXEFIK2Q-zRIBD_d3hjw
STRZB,Starz,25.8,$2.59B,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/strzb,,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcQgXutT3QCgG2295_I5mMunbHgtFvH6RCaqNCJqXEFIK2Q-zRIBD_d3hjw
STFC,State Auto Financial Corporation,20.41,$845.84M,1991,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/stfc,,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcQ-MWm6aU-9-FqMiTMm4Po56erAa__T7jx1EgPXokTXwYQsz5qJSlOYU0g
STBZ,State Bank Financial Corporation.,21,$778.09M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/stbz,,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcQU91JcTEqF1pbXhsjnvZW9zccGBMRSTfqtp2a6fjo8TSlo1Lr3iltFqqU
SNC,"State National Companies, Inc.",11.94,$507.56M,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/snc,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTvOPxHJJUrrGF7h88inU_GGZ99IoSvXWB9_i6Y1WwZot3JjB_xAAHwOA
STDY,SteadyMed Ltd.,4.7322,$64.29M,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/stdy,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQXb5MU4yu0ImYqnRxSVuzef0rgSGKK6YR6PjGtFdujU8uB4w0YUSPMWQ
GASS,"StealthGas, Inc.",4.02,$166.92M,2005,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/gass,,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcQwLLZ5cBSQBgziBXdoaATrBGitNRl82EV-svXsicKEZj22cMvn7YqoTZs
STLD,"Steel Dynamics, Inc.",24.6,$5.98B,1996,Basic Industries,Steel/Iron Ore,http://www.nasdaq.com/symbol/stld,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSFWs-c4sCEpalTfLA0rkiASref2GO5bjmv0p8oVR1d34BK5W1i9x8w4kg
SMRT,"Stein Mart, Inc.",7.37,$341.79M,1992,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/smrt,,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcRBxT-khvRD7lOLClOxbpujuJE7rPiglwXlWKd-sc763sykEbZveA5zow
SBOT,"Stellar Biotechnologies, Inc.",4.07,$34.39M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/sbot,,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcSVRtTef2veXdmLHVLDngw7QOc2AWCLOY0r6ETxgUo8RsEAttJ3Hhxd3Tk
STEM,"StemCells, Inc.",0.265,$29.81M,1992,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/stem,,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcQYLnRjADI-ckx0aV-jIhnAPrH_xr3kuDcQzOBhr-NHYpvj57GFPwW36A
STML,"Stemline Therapeutics, Inc.",5.57,$105.86M,2013,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/stml,,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcR8QJqXXXqFYkqMgbszER8Dv2Uqp2TYREJBOWlW3IqDznU__cuS4pnDMA
STXS,"Stereotaxis, Inc.",1.64,$35.46M,2004,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/stxs,,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcQNNaXEH09gweoaglPGrFjVJLYnKLhdMTM2SzmVz2JrRgCnWxPOy0clGBM
SRCL,"Stericycle, Inc.",123.98,$10.49B,1996,Basic Industries,Environmental Services,http://www.nasdaq.com/symbol/srcl,,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcQizg6AIKLWTz_52tRyesm9L8yzY_vWuwsQ7RxoctaRdbP_4cjuSOZ0pQ
SRCLP,"Stericycle, Inc.",92.83,n/a,n/a,Basic Industries,Environmental Services,http://www.nasdaq.com/symbol/srclp,,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcQizg6AIKLWTz_52tRyesm9L8yzY_vWuwsQ7RxoctaRdbP_4cjuSOZ0pQ
STRL,Sterling Construction Company Inc,4.945,$97.78M,n/a,Basic Industries,Military/Government/Technical,http://www.nasdaq.com/symbol/strl,,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcRTp4h65BcxO4kffs25aHROdNXiFSCf8pbJrip5ePnpp4E4n_ak0IaHLRc
SHOO,"Steven Madden, Ltd.",36.43,$2.25B,1993,Consumer Non-Durables,Shoe Manufacturing,http://www.nasdaq.com/symbol/shoo,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQK_exjqMjAXNVDDyPcC927Y1xKTQFn0DidlATQW5s9qy8KJWnB4g7w0dhU
SSFN,Stewardship Financial Corp,5.82,$35.58M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ssfn,,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcQkGKHwpFFYjmiJfK2xd4sjXpYrlZFwqUziKOLnDJNakNugB_mXIxa0s2o
SYBT,"Stock Yards Bancorp, Inc.",39.8,$593.87M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/sybt,,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcQMzMQdxirP80bCgYgef0ZGhuKdLOtQGIxlIYZSQcbxZd_vPyd2krZNb_k
BANX,StoneCastle Financial Corp,17.7,$115.24M,n/a,Others,n/a,http://www.nasdaq.com/symbol/banx,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTrGeQq-Toe4taXMGazhzytJpQWNLvqySY9273njqFnUPFuJrmUXeeeEUjt
SGBK,Stonegate Bank,30.45,$385.13M,n/a,Others,n/a,http://www.nasdaq.com/symbol/sgbk,,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcSagFvG70u28Mmx0Qj9nGXB87AeWmdXSouNzmakLzkOi2RhvB9qJL3iPKk
SSKN,"Strata Skin Sciences, Inc.",0.93,$9.77M,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/sskn,,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcS7jiYWYjaxTlGNms27PivIIKYWuknLuEFeXyZhFM4AR_-MDjXz6d2yA_Yw
SSYS,"Stratasys, Ltd.",26.21,$1.37B,1994,Technology,Computer peripheral equipment,http://www.nasdaq.com/symbol/ssys,,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcTdiulB0QZMAi0q7Ci4oDiVygvUnsMi9dXJbf6N58DtCzlgZ7UHN3cLW08
STRT,Strattec Security Corporation,57.16,$207.91M,n/a,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/strt,,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcQYwh0LbZWsUKbPX8umgQ_XXF27NMgoRj_Q4fvebX6xo0PJccNx6w2bC94
STRS,"Stratus Properties, Inc.",23.89,$192.73M,n/a,Consumer Services,Homebuilding,http://www.nasdaq.com/symbol/strs,,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcQAt8J6JrNSdHQ0YVjc_EhuF5aZ2aTx3eQwPoZL_3EykWhbuEOCJetHtdM
STRA,"Strayer Education, Inc.",49.23,$542.87M,1996,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/stra,,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcS7UGJjsdx81aT1jakIwhEaFocsYckGDe0rqrFSp4CtlPKX3-Elgwx8hw
STRM,"Streamline Health Solutions, Inc.",1.2,$22.54M,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/strm,,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcTCEXKSst2aZa-PI1jvgXeBIYzPxoRcQ5tfmUbVXxeuJZZsfw7J0RkkV5Q
SBBP,Strongbridge Biopharma plc,5,$106.03M,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/sbbp,,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcQxQsM9MKxIgDmaS4y563Zy6m64hpOLiVEV96xEwrASPprs2s1fLwpa9FM
STB,Student Transportation Inc,5.03,$486.79M,n/a,Transportation,Other Transportation,http://www.nasdaq.com/symbol/stb,,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcQOpkVXKn88rDm_dXbCJkkFvpgYJqlJKhjNNpeEVW9-WJQ79fDJjy3cpl8
SCMP,"Sucampo Pharmaceuticals, Inc.",11.52,$524.61M,2007,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/scmp,,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcQZ_MZr8fzo9wmBer3Df3vu9e9nXWsCfk9S9ZFhEjX6hLIwvC9Fn7jO3vGA
SUMR,"Summer Infant, Inc.",1.45,$27.03M,n/a,Consumer Durables,Miscellaneous manufacturing industries,http://www.nasdaq.com/symbol/sumr,,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcTmMpYopSvALNprmHqiF-notAr1MQZ7F2p25GIAAuiDO_NFBAA3B90g8w
SMMF,"Summit Financial Group, Inc.",18.51,$200.9M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/smmf,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR4AnBj5K_v4lQztRAZD2LrchNqiXpbsP44wvOKrhE-gfrgE16jQ8h8Lq0
SSBI,Summit State Bank,13.9999,$66.96M,2006,Others,n/a,http://www.nasdaq.com/symbol/ssbi,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRkgVDcrYmdVHn_2rP28v4zrRWLM7ipdiiSs2N0YacNlHW7835GmL_02w
SMMT,Summit Therapeutics plc,7,$85.81M,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/smmt,,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcRj_I2s3CAYIwjHSaivPhJS30ciiCEpFl8F-QZc7n4ZxPJ2RV3IN6TWP1w
SNBC,"Sun Bancorp, Inc.",22.02,$412.84M,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/snbc,,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcRrQjGkzuj-AYM1mU-9Taru4RfY7QgIPfmXqRYO-CR9sYJhBMsaWG6GTg
SNHY,Sun Hydraulics Corporation,34.98,$937.31M,1997,Capital Goods,Metal Fabrications,http://www.nasdaq.com/symbol/snhy,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTygpDviFqP2D93wa7_0h00Kcp1dAhjYkFmVuW4yZGcwiz3SCRwjlmjst0
SNDE,Sundance Energy Australia Limited,n/a,n/a,n/a,Others,n/a,http://www.nasdaq.com/symbol/snde,,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcTQ_Tsj-ucUI1vAye4W4Zfn8USdXMJPh9nZf3vXGivZ5rCw-1_7s_Vj4eM
SEMI,SunEdison Semiconductor Limited,5.89,$247.26M,2014,Technology,Semiconductors,http://www.nasdaq.com/symbol/semi,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSSktypBlPSnF7wiM3ziTCzhore33romFe-JULVr1NDXiMtmkWAmmtAjA
SNSS,"Sunesis Pharmaceuticals, Inc.",0.5702,$49.33M,2005,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/snss,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS2-Jar_ffgDufrXK6ijDr0moNPJcxrTvbiPFPW8fiP6grvGkuHhVONNLc
STKL,"SunOpta, Inc.",5.36,$457.83M,n/a,Consumer Services,Farming/Seeds/Milling,http://www.nasdaq.com/symbol/stkl,,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcRp5vLreQyzG3ZupCAeyeZ3au9EZKKtNynqm5kAMgsbwp0iMxXUtnoP_ak
SPWR,SunPower Corporation,n/a,n/a,2005,Technology,Semiconductors,http://www.nasdaq.com/symbol/spwr,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRfpdmnU80u9DuWOopFij1PRCpyR45BkdVnMjnd7wXXGLu_Hi6-R8iCFlo
RUN,Sunrun Inc.,7.91,$802.83M,2015,Capital Goods,Industrial Specialties,http://www.nasdaq.com/symbol/run,,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcRxXsujrKJqILpODIVXTFw46K43fJ4ZIwQzmfC5wQAU6u-Bh04B-pjP
SBCP,"Sunshine Bancorp, Inc.",14.07,$74.09M,2014,Finance,Savings Institutions,http://www.nasdaq.com/symbol/sbcp,,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcQMzMQdxirP80bCgYgef0ZGhuKdLOtQGIxlIYZSQcbxZd_vPyd2krZNb_k
SSH,Sunshine Heart Inc,0.7,$12.85M,n/a,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/ssh,,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcQhYGwqaK5oJJnJxq98STkXtqdPN910MJ4USodOfoCmAoJ9oy0Dkwugw0g
SUNW,"Sunworks, Inc.",3,$59.29M,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/sunw,,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcQatvSkmrv_eV_agWLXuPUhzJAxusdLbzZQtmlTSuJ-wJvwS4FSju8Yvl9A
SMCI,"Super Micro Computer, Inc.",28.51,$1.36B,2007,Technology,Computer Manufacturing,http://www.nasdaq.com/symbol/smci,,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcR6Rb56oGfjwPGACOOqkavqrhe4QJZf89vGDmyTFHpwEtdtApnZa4sbP9I
SPCB,"SuperCom, Ltd.",4.3,$69.94M,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/spcb,,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcSKTNrK4vQ76qa9DfqdA1f4HGFYasVzox49wjnS2e43OHHKENxcRmJwBQ
SCON,Superconductor Technologies Inc.,0.184,$7.5M,1993,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/scon,,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcSk1ouOlwCCMdrtlxKHh2arZM1bQ8FRTSkVjaNRNl1hU6sBB6QbVtfCtw
SGC,"Superior Uniform Group, Inc.",17.91,$250.42M,n/a,Consumer Non-Durables,Apparel,http://www.nasdaq.com/symbol/sgc,,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcTst_djPIz4lUK5vEwhX4ZWjFHtX1Eep7pGeSvnMuj2TSDn_rYI5GPTGg
SUPN,"Supernus Pharmaceuticals, Inc.",17.81,$879.82M,2012,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/supn,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQCV_YhO4mkyHIBMbAbZR6TPPJB9Dx1PpwLZ414T23A5zxenpciQOkZBg
SPRT,"support.com, Inc.",0.9505,$52.16M,2000,Technology,EDP Services,http://www.nasdaq.com/symbol/sprt,,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcTH-EkHrmmmT645gC-z7xUX8ACNJHb1Jm1RldsbjuBhXpGG2CpfhyHX5gQ
SGRY,"Surgery Partners, Inc.",16.66,$802.3M,2015,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/sgry,,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcQEJ6I2vKSLKeSeNIigfCRebS6KS1dmys_RdZcU2lyXcgkpUgeKISfr6g
