Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote,,Link
ATSG,"Air Transport Services Group, Inc",14.31,$914.25M,n/a,Transportation,Air Freight/Delivery Services,http://www.nasdaq.com/symbol/atsg,,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcQcLhnMJRt_DBnb_0jA7yqkYuwcFusV__z5IWNqyQbKGg0IE3hd9_Lprw
AMCN,AirMedia Group Inc,5.3,$338.3M,2007,Technology,Advertising,http://www.nasdaq.com/symbol/amcn,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTV-c0CmQFi_mQiSwu-MaFaml_OOV9l28u_XGQiRXObGEY0FtJy3YiiCFk
AIXG,Aixtron SE,4.73,$533.17M,n/a,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/aixg,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTSXnlOfSVsSqPveP4jxlNkpgGcHVzeabPJb4rCkCYk4b2v8Y305XGq2Q
AKAM,"Akamai Technologies, Inc.",51.13,$9.04B,1999,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/akam,,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcTb-Z4jQP8bKTjbuASF5EFHqkU0DkW2Kq5Tws-FPxFJVUk_IZ5L91K3l6U
AKTX,Akari Therapeutics Plc,17.96,$211.51M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/aktx,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQsvISfqaUX4BYz1rogQvvkcggqyc2GeJqb5f5aXgTuhmXMMS-GL84tqg
AKBA,"Akebia Therapeutics, Inc.",9.69,$367.67M,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/akba,,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcQMhaosvZ0OGQq5YJLwQW2K6RefGiQV83HCfhNi-Aqz9L3mViRYg4b7tQ
AKER,Akers Biosciences Inc,1.58,$8.57M,2014,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,http://www.nasdaq.com/symbol/aker,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQGDfJwjkBRKUIGEPNldK_jWHOvCxkVnH2anehabIYrGUsTUp4WpMDZDg
AKRX,"Akorn, Inc.",28.33,$3.24B,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/akrx,,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcSff7m42zuaz6xEsxclw3x_Ceamlx96WyBNIAjILLNyUPG_k2K1LEnN5A
ALRM,"Alarm.com Holdings, Inc.",22.77,$1.04B,2015,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/alrm,,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcR7mFQv_6SYAWhqckmbzIvL4NBS6CAYGu-5ecy2aeYA6o8vMLQ-8SlAlWBB
ALSK,"Alaska Communications Systems Group, Inc.",1.79,$90.6M,1999,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/alsk,,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcR52qsh2Mp1xIpWOx-63DwvnREo7gwd8y32L3vhAa41b86odI-4LPEPMA
AMRI,"Albany Molecular Research, Inc.",15.96,$571.82M,1999,Health Care,Biotechnology: Commercial Physical & Biological Resarch,http://www.nasdaq.com/symbol/amri,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTL-xLbsZ1uAG3R8cfXNTDvIxv04HS7eoSjoEViFe0ml5T44uuX63VowbDv
ABDC,Alcentra Capital Corp.,11.79,$159.36M,n/a,Others,n/a,http://www.nasdaq.com/symbol/abdc,,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcQq1K-QUNk21sppZ3aJkcE183X3kAmIA2lmD4XlMIzTgwLeY3O0OU4m0w
ADHD,Alcobra Ltd.,4.695,$129.4M,2013,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/adhd,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT-MiaFxelUbG9Wv1MVvOmzC2EVXDNXuNbEWorEDuQiV4g7OMG0dEmeTA
ALDR,"Alder BioPharmaceuticals, Inc.",28.87,$1.26B,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/aldr,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRIGJhkd6VsSd3pnG6PzJnPRidG7x2BkEja7VTzXJeo48vYABpO1yUulGuL
ALDX,"Aldeyra Therapeutics, Inc.",5.96,$57.89M,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/aldx,,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcTEs1Hy_SSf8Ue5ICjAs4dywDEVlnTAH_rs_D5mYd7zvKkhEXXykVLAck8
ALXN,"Alexion Pharmaceuticals, Inc.",159.1,$35.84B,1996,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/alxn,,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcSPsdmFUVUZcHk3U7Y4J2qSJPYOD8IwgatgvZW_rNDXV-p2ngWM6JumvFD7
ALXA,"Alexza Pharmaceuticals, Inc.",0.61,$13.27M,2006,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/alxa,,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcSVATL45jeiyh5LCIXidaNOd5Ug-X090SgA2-2k03MF-e-kXokIv_zZeIo
ALCO,"Alico, Inc.",28.37,$235.17M,n/a,Consumer Non-Durables,Farming/Seeds/Milling,http://www.nasdaq.com/symbol/alco,,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcT4VFAeE7PqxMMep0JQab-edFklR6lvQF5Egi1ss4TG9yXof0dtBR_2ug
ALGN,"Align Technology, Inc.",73.87,$5.88B,2001,Health Care,Industrial Specialties,http://www.nasdaq.com/symbol/algn,,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcSIh8nSH-1L4WtWmbEztaTRq4cqc4wMZn6OXtitFuj2yMX_JQitRdDE7TR1
ALIM,"Alimera Sciences, Inc.",2.57,$115.66M,2010,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/alim,,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcQNuijUS6XrX589DDTLZWge5vlZPnfTTJ5JV1zgLTQKMNhx1i0T1_xkew
ALKS,Alkermes plc,42.67,$6.43B,1991,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/alks,,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcT_U9cwkcMk-D1vrougGs6h9nM-p7UZkaFVc-GpZJY3AU1U4yjGvULT8g
ABTX,"Allegiance Bancshares, Inc.",20.12,$258.44M,2015,Finance,Major Banks,http://www.nasdaq.com/symbol/abtx,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSiJuYUqk31szLD-vSZGH3ET6K0Fc8y8cBJvIqeKItav1PlVNnMoasFug
ALGT,Allegiant Travel Company,168.09,$2.82B,2006,Transportation,Air Freight/Delivery Services,http://www.nasdaq.com/symbol/algt,,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcTmMudU2Udmtaqlvk5eIHi8zwsduKwaPBSddZ70DiIWoH84nf-eYJgLLig
AFOP,"Alliance Fiber Optic Products, Inc.",18.54,$292.72M,2000,Technology,Semiconductors,http://www.nasdaq.com/symbol/afop,,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcSrhVE6oPoyGgZZ81qGwKenS_Sv3U1SzyHyYse0DxM-CBsC40X82BDtPA
AIQ,"Alliance HealthCare Services, Inc.",7,$74.32M,2001,Health Care,Medical Specialities,http://www.nasdaq.com/symbol/aiq,,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcRv_nu3cErMFuGYUW1pRhiHgELWrf7wzeR3rt6RBaecIHb3OmzOzEvtLg
AHGP,"Alliance Holdings GP, L.P.",17.42,$1.04B,2006,Energy,Coal Mining,http://www.nasdaq.com/symbol/ahgp,,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcQMzMQdxirP80bCgYgef0ZGhuKdLOtQGIxlIYZSQcbxZd_vPyd2krZNb_k
ARLP,"Alliance Resource Partners, L.P.",14.64,$1.09B,1999,Energy,Coal Mining,http://www.nasdaq.com/symbol/arlp,,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcT3g0yNRma3p6Jce9ydQNQ4jJdlYkw1sEJ9a_zHAZ6VdJb5KGEOS7ZG7w
AHPI,"Allied Healthcare Products, Inc.",0.7,$5.62M,1992,Health Care,Industrial Specialties,http://www.nasdaq.com/symbol/ahpi,,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcQSRAbip-yjJ4GCHo5Og63TY9DEhJoUWBlVXm7ghb6AAE57Z7ZhOsHwWSY
AMOT,"Allied Motion Technologies, Inc.",21.13,$196.01M,n/a,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/amot,,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcQMzMQdxirP80bCgYgef0ZGhuKdLOtQGIxlIYZSQcbxZd_vPyd2krZNb_k
ALQA,"Alliqua BioMedical, Inc.",0.705,$19.51M,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/alqa,,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcR0NFdJ7ZReFxSrJWTXDj-QSCHdHQcwg7_VZoGdr22tjR8HzJUhzR3Cdg
ALLT,Allot Communications Ltd.,5.36,$179.87M,2006,Technology,Computer Communications Equipment,http://www.nasdaq.com/symbol/allt,,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcTupznfzwcHcsH709YWBmaQbWsF_QnmjOVu50sKdF1ca-tdl7et3c6k_Q
MDRX,"Allscripts Healthcare Solutions, Inc.",13.91,$2.63B,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/mdrx,,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcQMGRwm9FPLRrniElygPKAnPPqEN1xEcLVvbIWj-tC-3E2ZTWFEtRIn5w
AFAM,Almost Family Inc,42.27,$435.36M,n/a,Health Care,Medical/Nursing Services,http://www.nasdaq.com/symbol/afam,,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcSPforYQH7HV8ODIef_bEF2QP1xkdMv7Gee14cmmOfcEighOIHFCWkV6w
ALNY,"Alnylam Pharmaceuticals, Inc.",71.86,$6.12B,2004,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/alny,,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcSYcbVvsME-awEX8F7II4GAyGkXlcG_m4s7dxfmmVpR4oZ0JhLtYKJu
AOSL,Alpha and Omega Semiconductor Limited,13.34,$295.32M,2010,Technology,Semiconductors,http://www.nasdaq.com/symbol/aosl,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS7DR16obJM0Qhq2ryt1FGI8cVxDC3sAtUEfhhg-aKAkIleNFCiCzKFYfs
GOOG,Alphabet Inc.,718.77,$494.74B,2004,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/goog,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRHdFMPNPZ8aHyrNsnx1pYB9AmEN1giAwUblY4BxnNznjn-XJGP-Dgsu68z
GOOGL,Alphabet Inc.,737.77,$507.82B,n/a,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/googl,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRHdFMPNPZ8aHyrNsnx1pYB9AmEN1giAwUblY4BxnNznjn-XJGP-Dgsu68z
SMCP,AlphaMark Actively Managed Small Cap ETF,22.09,$23.19M,n/a,Others,n/a,http://www.nasdaq.com/symbol/smcp,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQekMx4p-DHHyWbxN3V2obUKULc7X1DYbUlOydtkEfB3YDjOtrXhYOq3w
ATEC,"Alphatec Holdings, Inc.",0.239,$24.41M,2006,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/atec,,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcTKUOLYV8q4QV3bqVIn1Gjq8MaTV9_AIjmJn2e9bNgpNR8FoV5U8NS3CKQ
ASPS,Altisource Portfolio Solutions S.A.,28.28,$532.79M,n/a,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/asps,,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcREfuZ8jk5DCIrLiXCZvbD_kVOdrmgNMsZaU-NxF6cBV4o9nWEWlRfDHQ
AIMC,Altra Industrial Motion Corp.,28.69,$742.33M,2006,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/aimc,,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcRIt4IK833ODrmLNxORAl3eyBX_frg1qlfpZJjEKQgKbubEfOtHevOBow
AMAG,"AMAG Pharmaceuticals, Inc.",28.91,$1B,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/amag,,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcSGROfJOQQoWfAdRbwJvDDQVMyzINl-1cA-uZl_hZTmiJPzEz-UCFYHf0Q
AMRN,Amarin Corporation PLC,1.88,$347.82M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/amrn,,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcSiEYrtcQJycmjQ2n0BnOh-5rd0G2G5wSeS-CWt1eB_ML8bS0rppUzoHKY
AMRK,"A-Mark Precious Metals, Inc.",21.28,$148.4M,n/a,Basic Industries,Other Specialty Stores,http://www.nasdaq.com/symbol/amrk,,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcQ6CC0lGqv4yyYzj29qz7D1SAdnjWIC8qzIKzyDokwxMkw4xB4g20dtA4Q
AYA,Amaya Inc.,13.31,$1.78B,n/a,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/aya,,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcQW0-Go7dTHi7gnxihpruJLNwCZFoIh-D9_hrwiRArA1Dxd4VkLmXjpBds
AMZN,"Amazon.com, Inc.",620.5,$292.16B,1997,Consumer Services,Catalog/Specialty Distribution,http://www.nasdaq.com/symbol/amzn,,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcSTv2cYuX37H0Ve1_sXt9lmlYduCPA9MpiR22T3Aa5fQUw5ttPeW95DYg
AMBC,"Ambac Financial Group, Inc.",16.89,$760.84M,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/ambc,,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcQJLmxnNy6THP4-GvNDr13aWio6whsQeoijljw8w9cADGj8M0TnVNgj2A
AMBCW,"Ambac Financial Group, Inc.",8,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/ambcw,,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcQJLmxnNy6THP4-GvNDr13aWio6whsQeoijljw8w9cADGj8M0TnVNgj2A
AMBA,"Ambarella, Inc.",44.57,$1.44B,2012,Technology,Semiconductors,http://www.nasdaq.com/symbol/amba,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS9hFHDs0aUBkEtg0j92JiE5LzG9Upg_5IzCrj2cFfJ0IIVOkO_j646lyc
AMCX,AMC Networks Inc.,66.36,$4.8B,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/amcx,,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcRTi9kPE9WgrMEty49vz14MYqdVeBC-mtXLdFPFSYm9AcyQNFocY2RI364
DOX,Amdocs Limited,56.59,$8.51B,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/dox,,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcQvzloJ12vllG4nCfiRjPW1N2XpDi1X4FizBbWpxYLvjovcR67zWxeu06xY
AMDA,Amedica Corporation,1.72,$19.65M,2014,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/amda,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRgKPahvJNgh6-SiIEo1cWk0derSSgxJjL31QxIYJhXImdGMHWgygXJ0dI
AMED,Amedisys Inc,51.47,$1.72B,n/a,Health Care,Medical/Nursing Services,http://www.nasdaq.com/symbol/amed,,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcSVbjvlrRSBd0mg4eMyh6gkQat95ktsTS8SPosWQ9inNZiNX5m9Bt34X7g
UHAL,Amerco,357.1,$7B,n/a,Consumer Services,Rental/Leasing Companies,http://www.nasdaq.com/symbol/uhal,,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcRQcM4XscXhWI2mQU6XWwenhykwyPRfYnua33W6N-MskfKglaSoOzwTTw
ATAX,"America First Multifamily Investors, L.P.",5.34,$321.75M,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/atax,,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcRPcPKvtIUbfzIcdFpeSqlG4nOTFDlULdNyPF4RfXiLwde6UZ_IXZlD9A
AMOV,"America Movil, S.A.B. de C.V.",15.51,$51.35B,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/amov,,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcTNGHVsMoZd6SSySyA_iJpqTyyempvAKvZywFALOhoBnu3ZMDjlLH32Nw
AAL,"American Airlines Group, Inc.",38.21,$23.04B,n/a,Transportation,Air Freight/Delivery Services,http://www.nasdaq.com/symbol/aal,,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcQsQE8TJI1fkhXRtRpV_dPnj4AHywGzVy2FNw4WxgJEAhv8ulYp6xGyYLI
AGNC,American Capital Agency Corp.,18.57,$6.27B,2008,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/agnc,,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcSWlvSMfs_vr_aIZVxsT4eDIVE6DbRQnCAdzON_v6RE5sdFjBMMxusJVQ
AGNCB,American Capital Agency Corp.,24.88,$8.62B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/agncb,,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcSWlvSMfs_vr_aIZVxsT4eDIVE6DbRQnCAdzON_v6RE5sdFjBMMxusJVQ
AGNCP,American Capital Agency Corp.,26.04,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/agncp,,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcSWlvSMfs_vr_aIZVxsT4eDIVE6DbRQnCAdzON_v6RE5sdFjBMMxusJVQ
MTGE,American Capital Mortgage Investment Corp.,14.88,$708.67M,2011,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/mtge,,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcTJMQwGmGqfAi_8C7mDwlg0kfCOk0_YsWCyLgMiOwV8XfyMAXcCZjjE5Q
MTGEP,American Capital Mortgage Investment Corp.,24.49,$48.98M,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/mtgep,,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcTJMQwGmGqfAi_8C7mDwlg0kfCOk0_YsWCyLgMiOwV8XfyMAXcCZjjE5Q
ACSF,"American Capital Senior Floating, Ltd.",9.87,$98.7M,2014,Others,n/a,http://www.nasdaq.com/symbol/acsf,,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcTJMQwGmGqfAi_8C7mDwlg0kfCOk0_YsWCyLgMiOwV8XfyMAXcCZjjE5Q
ACAS,"American Capital, Ltd.",15.74,$3.77B,1997,Others,n/a,http://www.nasdaq.com/symbol/acas,,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcSRgbTZJk2CiTTpZ5b9ktDUUz8hoTmWveRGzZbCtS_Yq_kn7F7t8PDiP0g
GNOW,American Caresource Holdings Inc,0.2,$3.32M,n/a,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/gnow,,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcRGy3xX0gOev3NXT5FQVKIWStNddomINuOOnonz7FSiJbJwuRCboFpa7k0
AETI,"American Electric Technologies, Inc.",2.43,$20.11M,n/a,Energy,Industrial Machinery/Components,http://www.nasdaq.com/symbol/aeti,,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcQnZX9B31VQ8j9lSgRxR3p961WpIDs55aQN8MwBIpktVoZNhyl9esMiiQY
AMIC,American Independence Corp.,22.48,$181.82M,n/a,Finance,Accident &Health Insurance,http://www.nasdaq.com/symbol/amic,,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcQBTqmcK_jFBstQ89JS_imbgPZocpTCZ19zxctFpohpAf99ZjECarPb5g
AMNB,"American National Bankshares, Inc.",25.82,$222.33M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/amnb,,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcToRQAmO8AUD43Hy5fbNkUE2-kQ9mnkHPR7b9hURcjo-347uetTNjf_yA
ANAT,American National Insurance Company,115.44,$3.1B,n/a,Finance,Life Insurance,http://www.nasdaq.com/symbol/anat,,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcRuBY8Za8NpsOCYR4-8L1RFw51ewj08Mp20EYCv4Jn0JAuMTSwVZWrZQt-D
APEI,"American Public Education, Inc.",21.67,$347.82M,2007,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/apei,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSV-l8d2iK_ZD-znKDDBQYOUSYPQ6ohfGZ722L-gDDOt2oAU-9Tv8qStQ
ARII,"American Railcar Industries, Inc.",43.75,$861.15M,2006,Capital Goods,Railroads,http://www.nasdaq.com/symbol/arii,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS5Zxv29yhTrVls9t5Z-ENq_RXhqYympptawXLpYTZTbc9rtZSvLlQL-kj_
AMRB,American River Bankshares,10.18,$71.2M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/amrb,,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcTNdTIaGqzF7N2G7Xotgj0ivR8F_UL8uApngwroEa9GAYwSy-4qY9CWEA
ASEI,"American Science and Engineering, Inc.",29.38,$210.66M,n/a,Health Care,Medical Electronics,http://www.nasdaq.com/symbol/asei,,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcTj-ZNgvOCi4uJ7EooYPHQ0KyLIgru2ADdT1higwTL0DUoy7LVI0bcroG4
AMSWA,"American Software, Inc.",9.13,$263.39M,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/amswa,,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcSuGJegntuJhmCFkBnnic6aLLJxgJt2gcAYDslTcogQ6EsxUMzszBgi5w
AMSC,American Superconductor Corporation,8.79,$123.43M,1991,Consumer Durables,Metal Fabrications,http://www.nasdaq.com/symbol/amsc,,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcT6KnKCBCoJCtXo-N9Z5B_PLXV4ozS23Zlg191P0tGbmkX-etFALgY9g7I
AMWD,American Woodmark Corporation,78.7,$1.28B,1986,Basic Industries,Forest Products,http://www.nasdaq.com/symbol/amwd,,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcQM8vIc1Scn_SRouwVRfkmLGm_D3xpo1i2qopUM5B1goQws-8bPgBWyCA
CRMT,"America&#39;s Car-Mart, Inc.",26.05,$212.08M,n/a,Consumer Durables,Automotive Aftermarket,http://www.nasdaq.com/symbol/crmt,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQZnH_WDq00fZ593bkrdzlAyPK3B3ScXNICa6e3wTqwi5Z0qS6A3pI95Q4
ABCB,Ameris Bancorp,32.39,$1.04B,1994,Finance,Major Banks,http://www.nasdaq.com/symbol/abcb,,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcTJMQwGmGqfAi_8C7mDwlg0kfCOk0_YsWCyLgMiOwV8XfyMAXcCZjjE5Q
AMSF,"AMERISAFE, Inc.",51.99,$994.6M,2005,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/amsf,,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcQSiEUCxFEa2YDA7CrmTVYFqaY4xGzmv43gzeLt_-KFgW6_LT53nObSBCg
ASRV,AmeriServ Financial Inc.,3,$56.61M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/asrv,,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcSty0atsf2dKNFurz6o8LByWO9dAf2aXTKXqOIXgEZm4_e6yJiABTaKww
ASRVP,AmeriServ Financial Inc.,28.499,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/asrvp,,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcSty0atsf2dKNFurz6o8LByWO9dAf2aXTKXqOIXgEZm4_e6yJiABTaKww
ATLO,Ames National Corporation,25.63,$238.64M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/atlo,,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcTrWWBet8HPImMwShy0qb-t1W9GkqWJivRn_34qtkZjCJPQtJvv_SJf1PQ
AMGN,Amgen Inc.,163.19,$122.73B,1983,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/amgn,,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcQb0DFs6froSHYOml3gcTDM-wnJdCbV0ld-i7VkPcgOoeq6QQqx0XnooK8
FOLD,"Amicus Therapeutics, Inc.",8.05,$1.01B,2007,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/fold,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSGbRueqbu15-wlq0NKfg0MBu9kaTtsPdpmxKdtYaDrxpdmxOmZ1ntP6Sg
AMKR,"Amkor Technology, Inc.",5.75,$1.36B,1998,Technology,Semiconductors,http://www.nasdaq.com/symbol/amkr,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQc9Ae02qyGrhTzabF5TRAgqbfdcO6q1vQMJhcbQT0tomUaXf6hHzDVww
AMPH,"Amphastar Pharmaceuticals, Inc.",13.11,$588.82M,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/amph,,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcTm4SafTOMa9fFnP3k6OqFuRRuL63e5_EojTfeu4iMa271bfvBQwv3HwIc
IBUY,Amplify Online Retail ETF,25.0672,n/a,n/a,Others,n/a,http://www.nasdaq.com/symbol/ibuy,,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcQMzMQdxirP80bCgYgef0ZGhuKdLOtQGIxlIYZSQcbxZd_vPyd2krZNb_k
AMSG,Amsurg Corp.,80.8,$4.42B,n/a,Health Care,Medical/Nursing Services,http://www.nasdaq.com/symbol/amsg,,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcTRUG7iSG_mB6AuOk_Drz_x_rA-3yCaxI6KWQrBT-lp0wNG3x-TPsL6fw
AMSGP,Amsurg Corp.,148.51,$256.18M,n/a,Health Care,Medical/Nursing Services,http://www.nasdaq.com/symbol/amsgp,,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcTRUG7iSG_mB6AuOk_Drz_x_rA-3yCaxI6KWQrBT-lp0wNG3x-TPsL6fw
